Light Intensity (% of scale max) Run #2,Position (m) Run #2,Light Intensity (% of scale max) Run #6,Position (m) Run #6,Light Intensity (% of scale max) Run #7,Position (m) Run #7,Light Intensity (% of scale max) Run #8,Position (m) Run #8,Light Intensity (% of scale max) Run #9,Position (m) Run #9
0.4,0.124,0.4,0.0767,0.9,0.1063,0.6,0.0981,6.8,0.1047
0.4,0.1242,0.4,0.0767,0.8,0.1068,0.7,0.0984,7.2,0.1048
0.4,0.1243,0.4,0.0767,1.2,0.1073,0.8,0.0984,7.2,0.1048
0.4,0.1246,0.4,0.0767,1.7,0.1079,0.9,0.0989,7.1,0.1048
0.4,0.1248,0.4,0.0767,2,0.1081,0.9,0.099,7.1,0.1049
0.4,0.1248,0.4,0.0773,2.6,0.1083,0.8,0.0993,7.1,0.105
0.4,0.1252,0.4,0.0783,2.5,0.1083,0.8,0.0997,5.7,0.1054
0.4,0.1258,0.4,0.0788,2.3,0.1083,0.7,0.1003,4.1,0.1059
0.5,0.1264,0.4,0.0788,2.3,0.1083,1,0.1008,3.5,0.1063
0.5,0.1265,0.4,0.0788,2.3,0.1083,2.1,0.1012,2.5,0.1065
0.5,0.127,0.4,0.0789,2.3,0.1083,2.3,0.1014,1,0.1072
0.6,0.1276,0.4,0.0794,2.5,0.1086,2.9,0.1017,0.5,0.1075
0.7,0.1287,0.4,0.0795,2.6,0.1089,2.9,0.102,0.4,0.1078
0.8,0.1292,0.4,0.0798,2.6,0.1092,2.3,0.1027,0.4,0.1078
0.8,0.1299,0.4,0.0798,2.5,0.1095,1.7,0.1029,0.4,0.1081
0.8,0.1303,0.4,0.0799,2.5,0.1096,1.6,0.103,0.4,0.1085
0.8,0.1305,0.4,0.0801,2.5,0.1096,1.6,0.1032,0.5,0.1089
0.8,0.131,0.4,0.0803,2.5,0.1096,1.6,0.1032,0.4,0.1095
0.7,0.1315,0.4,0.0808,2.3,0.11,1.6,0.1033,0.3,0.1095
0.6,0.1318,0.4,0.0809,1.9,0.1101,1.6,0.1033,0.3,0.1095
0.5,0.133,0.4,0.0811,1,0.1111,1.7,0.1033,0.3,0.1095
0.5,0.133,0.4,0.0812,0.7,0.1114,2.6,0.1038,0.3,0.1099
0.4,0.1335,0.4,0.0816,0.7,0.1118,3.6,0.1042,0.2,0.1105
0.4,0.1334,0.4,0.082,0.7,0.1119,3.8,0.1053,0.2,0.1115
0.4,0.1334,0.4,0.083,0.8,0.1121,3.4,0.1054,0.2,0.1115
0.4,0.1334,0.4,0.0832,1,0.1123,2.6,0.1057,0.2,0.1115
0.4,0.1334,0.4,0.0837,1.2,0.1128,2.6,0.1057,0.2,0.1115
0.4,0.1334,0.4,0.0838,1.2,0.113,2.5,0.1058,0.2,0.1115
0.4,0.1334,0.4,0.0844,1.3,0.1131,2,0.106,0.2,0.1115
0.4,0.1334,0.4,0.0845,1.3,0.1132,2.2,0.1066,0.2,0.1116
0.4,0.1334,0.4,0.085,1.3,0.1135,2.8,0.1069,0.2,0.1116
0.4,0.1334,0.4,0.0854,1.2,0.1137,3.9,0.1074,0.3,0.1116
0.4,0.1334,0.4,0.0859,1.1,0.1143,3.9,0.1077,0.3,0.1117
0.4,0.1334,0.4,0.086,1.1,0.1143,3.5,0.108,0.2,0.1121
0.4,0.1334,0.4,0.0861,0.6,0.1153,3.4,0.1081,0.2,0.1126
0.4,0.1334,0.4,0.0862,0.5,0.1158,3.3,0.1081,0.2,0.1128
0.4,0.1334,0.4,0.0866,0.4,0.1161,3.2,0.1081,0.2,0.113
0.4,0.1334,0.4,0.0869,0.4,0.1161,3.1,0.1081,0.1,0.1138
0.4,0.134,0.4,0.0869,0.4,0.1161,3,0.1082,0.2,0.1139
0.4,0.1347,0.4,0.0871,0.4,0.1162,2.5,0.1084,0.2,0.114
0.5,0.1356,0.4,0.0873,0.4,0.1167,2.2,0.1084,0.2,0.114
0.6,0.136,0.5,0.0881,0.4,0.117,1.2,0.1092,0.2,0.1141
0.6,0.136,0.5,0.0884,0.4,0.117,1.2,0.1093,0.2,0.1147
0.6,0.1365,0.5,0.0891,0.4,0.1172,1.2,0.1093,0.2,0.1154
0.7,0.1372,0.5,0.0891,0.4,0.1172,1.3,0.1099,0.2,0.1156
0.7,0.1378,0.6,0.0894,0.4,0.1172,1.5,0.1101,0.1,0.1158
0.7,0.1385,0.6,0.0899,0.4,0.1172,1.5,0.1103,0.1,0.116
0.7,0.1391,0.7,0.0904,0.4,0.1172,1.6,0.1103,0.1,0.1164
0.6,0.1401,0.7,0.0907,0.4,0.1172,1.5,0.1103,0.1,0.1168
0.5,0.1411,0.7,0.0912,0.4,0.1172,1.3,0.111,0.2,0.117
0.4,0.1417,0.7,0.0915,0.4,0.1172,1.2,0.1111,0.2,0.117
0.4,0.1422,0.6,0.0921,0.4,0.1172,0.8,0.1115,0.2,0.1172
0.4,0.1429,0.6,0.0924,0.4,0.1172,0.7,0.1117,0.2,0.1172
0.4,0.1438,0.6,0.0925,0.4,0.1176,0.5,0.1121,0.2,0.1173
0.4,0.1444,0.5,0.0929,0.4,0.1176,0.4,0.1123,0.2,0.1174
0.4,0.1447,0.5,0.0929,0.4,0.1176,0.4,0.1129,0.2,0.1174
0.4,0.1449,0.5,0.0931,0.4,0.1176,0.4,0.1129,0.2,0.1175
0.4,0.1456,0.5,0.0931,0.4,0.1176,0.4,0.1129,0.2,0.1175
0.4,0.1467,0.5,0.0931,0.4,0.1176,0.4,0.1129,0.2,0.1175
0.4,0.1479,0.5,0.0933,0.4,0.1176,0.4,0.1129,0.2,0.1175
0.4,0.1485,0.5,0.0933,0.4,0.1176,0.3,0.1133,0.2,0.1175
0.4,0.1492,0.5,0.0934,0.4,0.1179,0.3,0.1138,0.2,0.1175
0.4,0.1492,0.5,0.0938,0.4,0.1183,0.3,0.114,0.2,0.1175
0.4,0.1493,0.5,0.0939,0.4,0.1189,0.3,0.1143,0.2,0.1176
0.4,0.1494,0.5,0.0939,0.4,0.1191,0.3,0.1143,0.2,0.1178
0.4,0.15,0.5,0.0939,0.4,0.1194,0.3,0.1144,0.1,0.1183
0.4,0.1506,0.5,0.0943,0.4,0.1195,0.4,0.115,0.1,0.1188
0.4,0.1509,0.8,0.0951,0.4,0.1203,0.4,0.1152,0.1,0.1191
0.4,0.1512,1.1,0.0959,0.4,0.1203,0.4,0.1152,0.1,0.1201
0.4,0.1515,1.2,0.0961,0.4,0.1207,0.4,0.1153,0.1,0.1204
0.4,0.1521,1.3,0.0963,0.4,0.1207,0.4,0.1154,0.1,0.1209
0.4,0.1528,1.3,0.0963,0.4,0.1213,0.4,0.1154,0.1,0.1213
0.4,0.153,1.5,0.0969,0.4,0.1214,0.4,0.1155,0.1,0.122
0.4,0.153,1.6,0.0971,0.4,0.1215,0.5,0.1156,0.1,0.1227
0.4,0.153,1.6,0.0975,0.4,0.1217,0.5,0.1162,0.1,0.123
0.4,0.1529,1.6,0.0977,0.4,0.122,0.6,0.1166,0.1,0.1234
0.4,0.1529,1.6,0.0978,0.4,0.122,0.5,0.1167,0.1,0.1237
0.4,0.1529,1.6,0.098,0.5,0.1223,0.5,0.1168,0.1,0.124
0.4,0.1529,1.4,0.0984,0.5,0.1231,0.5,0.117,0.1,0.1242
0.4,0.1529,1.3,0.0988,0.6,0.1236,0.5,0.117,0.1,0.1244
0.4,0.1529,1.1,0.0991,0.6,0.124,0.5,0.117,0.1,0.1249
0.4,0.1529,1.1,0.0991,0.6,0.1241,0.5,0.117,0.1,0.1254
0.4,0.1529,1.1,0.0991,0.6,0.1242,0.5,0.1171,0.1,0.126
0.5,0.1529,1.1,0.0991,0.6,0.1243,0.5,0.1173,0.1,0.1261
0.5,0.1529,1,0.0992,0.6,0.1243,0.5,0.1174,0.1,0.1266
0.5,0.1529,0.9,0.0994,0.6,0.1243,0.4,0.1176,0.1,0.1266
0.5,0.1529,0.9,0.0996,0.6,0.1243,0.4,0.1176,0.1,0.1269
0.5,0.1529,0.8,0.0997,0.6,0.1243,0.4,0.1176,0.1,0.1271
0.5,0.1529,0.8,0.0998,0.6,0.1244,0.4,0.1176,0.1,0.1278
0.5,0.1529,0.8,0.0998,0.6,0.1246,0.4,0.1176,0.1,0.1282
0.5,0.1529,0.7,0.0999,0.5,0.1251,0.4,0.1176,0.1,0.1282
0.5,0.1529,0.7,0.0999,0.5,0.1255,0.4,0.1179,0.1,0.129
0.5,0.1529,0.7,0.0999,0.4,0.126,0.5,0.1185,0.1,0.1292
0.5,0.1529,0.6,0.1002,0.4,0.1262,0.6,0.1191,0.1,0.1296
0.5,0.1529,0.5,0.1005,0.5,0.1269,0.5,0.1199,0.1,0.1301
0.5,0.1529,0.5,0.1011,0.6,0.1275,0.5,0.1201,0.1,0.1301
0.5,0.1529,0.6,0.1013,0.6,0.1282,0.4,0.1202,0.1,0.1303
0.5,0.1529,0.8,0.1016,0.6,0.1289,0.4,0.1204,0.1,0.1308
0.5,0.1529,0.9,0.1018,0.5,0.1295,0.4,0.1206,0.1,0.1312
,,1.1,0.1023,0.5,0.13,0.3,0.1212,0.1,0.1315
,,1.7,0.1027,0.5,0.13,0.3,0.1217,0.1,0.1318
,,1.8,0.1028,0.5,0.13,0.3,0.1222,0.1,0.1326
,,1.8,0.1029,0.5,0.13,0.3,0.1222,0.1,0.1326
,,2.1,0.1031,0.5,0.13,0.3,0.1231,0.1,0.1334
,,2.1,0.1032,0.5,0.1302,0.3,0.1235,0.1,0.1336
,,2.4,0.1036,0.4,0.1308,0.3,0.1236,0.1,0.1342
,,2.4,0.1036,0.4,0.1308,0.4,0.1238,0.1,0.1349
,,2.4,0.1036,0.4,0.1309,0.4,0.1239,0.1,0.1351
,,2.6,0.104,0.4,0.1316,0.4,0.124,0.1,0.1359
,,2.6,0.1041,0.4,0.1317,0.4,0.1242,0.2,0.136
,,2.5,0.1044,0.4,0.132,0.4,0.1246,0.2,0.1368
,,2.3,0.1047,0.4,0.1321,0.4,0.1248,0.2,0.137
,,2.2,0.1051,0.4,0.1322,0.4,0.1252,0.2,0.1372
,,2.2,0.1051,0.4,0.1324,0.4,0.1256,0.2,0.1376
,,2,0.1054,0.4,0.1325,0.4,0.1263,0.2,0.1379
,,1.8,0.1055,0.4,0.133,0.4,0.1269,0.2,0.1383
,,1.6,0.1059,0.4,0.1334,0.4,0.1274,0.2,0.1392
,,1.2,0.1062,0.4,0.1339,0.4,0.1277,0.2,0.1403
,,0.9,0.1066,0.4,0.1341,0.4,0.1284,0.2,0.1403
,,0.9,0.1066,0.4,0.1346,0.4,0.1284,0.2,0.1404
,,0.8,0.1068,0.4,0.1346,0.4,0.1285,0.2,0.1404
,,0.6,0.1074,0.4,0.1354,0.4,0.1289,0.2,0.1404
,,0.5,0.1077,0.4,0.1363,0.4,0.1292,0.2,0.1404
,,0.7,0.108,0.4,0.1363,0.4,0.1296,0.2,0.141
,,0.9,0.1084,0.4,0.1367,0.3,0.1297,0.2,0.1423
,,0.9,0.1085,0.4,0.1368,0.3,0.1298,0.2,0.1428
,,0.9,0.1085,0.4,0.1371,0.3,0.13,0.2,0.1438
,,0.9,0.1085,0.4,0.1374,0.3,0.1301,0.2,0.144
,,0.9,0.1086,0.5,0.1382,0.3,0.1302,0.2,0.144
,,1.2,0.1089,0.4,0.1396,0.3,0.1302,0.2,0.144
,,1.2,0.1089,0.4,0.1399,0.3,0.1303,0.2,0.1444
,,1.2,0.1089,0.4,0.1406,0.3,0.1303,0.2,0.1444
,,1.2,0.1089,0.4,0.1407,0.3,0.1303,0.2,0.1444
,,1.2,0.109,0.4,0.141,0.3,0.1303,0.2,0.1444
,,1.4,0.1094,0.4,0.1413,0.3,0.1303,0.2,0.1444
,,1.7,0.1096,0.4,0.1416,0.3,0.1306,0.2,0.1444
,,1.9,0.11,0.4,0.1417,0.3,0.1317,0.2,0.1444
,,1.9,0.1101,0.5,0.142,0.3,0.1324,0.2,0.1444
,,1.9,0.1101,0.5,0.1423,0.3,0.1327,0.2,0.1444
,,1.9,0.1101,0.5,0.1429,0.3,0.1329,0.2,0.1444
,,2.1,0.1108,0.5,0.1433,0.3,0.1331,0.2,0.1444
,,1.9,0.1114,0.5,0.1437,0.4,0.1336,0.2,0.1444
,,1.8,0.1116,0.5,0.144,0.4,0.1342,0.2,0.1444
,,1.8,0.1118,0.5,0.144,0.4,0.1348,0.2,0.1444
,,1.7,0.1119,0.5,0.1441,0.4,0.1353,0.2,0.1444
,,1.6,0.1121,0.4,0.1443,0.4,0.1354,0.2,0.1444
,,1.1,0.1125,0.4,0.1443,0.4,0.1361,,
,,0.9,0.1129,0.4,0.1444,0.4,0.1362,,
,,0.8,0.1134,0.4,0.1445,0.4,0.1365,,
,,0.5,0.1141,0.4,0.1446,0.4,0.1368,,
,,0.5,0.1143,0.4,0.1448,0.4,0.1368,,
,,0.5,0.1147,0.4,0.1448,0.4,0.1368,,
,,0.5,0.1147,0.4,0.1448,0.4,0.1368,,
,,0.6,0.115,0.4,0.1448,0.4,0.1369,,
,,0.7,0.1157,0.4,0.1448,0.4,0.1376,,
,,0.8,0.116,0.4,0.1448,0.4,0.1377,,
,,0.9,0.1164,0.4,0.1448,0.4,0.1377,,
,,1,0.1167,0.4,0.1448,0.4,0.1377,,
,,1,0.117,0.4,0.1448,0.4,0.1377,,
,,1,0.117,0.4,0.1448,0.4,0.1377,,
,,1,0.1173,0.4,0.1449,0.4,0.1377,,
,,1,0.1173,0.4,0.1449,0.4,0.1377,,
,,1,0.1173,0.4,0.1456,0.4,0.1377,,
,,1,0.1173,0.4,0.1456,0.4,0.1377,,
,,1,0.1173,0.4,0.1456,0.4,0.1377,,
,,1,0.1173,0.4,0.1456,0.4,0.1377,,
,,1,0.1176,0.4,0.1456,0.4,0.1377,,
,,0.9,0.1177,0.4,0.1456,0.4,0.1377,,
,,0.9,0.1179,0.4,0.1456,0.4,0.1377,,
,,0.8,0.1182,0.4,0.1456,0.4,0.1377,,
,,0.7,0.1188,0.4,0.1456,0.4,0.1377,,
,,0.6,0.1192,0.4,0.1456,0.4,0.1377,,
,,0.5,0.1198,,,0.4,0.1377,,
,,0.5,0.1199,,,0.4,0.1377,,
,,0.5,0.1199,,,0.4,0.1377,,
,,0.5,0.1201,,,,,,
,,0.5,0.1203,,,,,,
,,0.5,0.1205,,,,,,
,,0.4,0.1213,,,,,,
,,0.4,0.122,,,,,,
,,0.4,0.1224,,,,,,
,,0.4,0.1227,,,,,,
,,0.4,0.1231,,,,,,
,,0.4,0.1231,,,,,,
,,0.4,0.1232,,,,,,
,,0.4,0.1234,,,,,,
,,0.4,0.1237,,,,,,
,,0.4,0.1238,,,,,,
,,0.4,0.1239,,,,,,
,,0.4,0.124,,,,,,
,,0.4,0.124,,,,,,
,,0.4,0.124,,,,,,
,,0.4,0.124,,,,,,
,,0.4,0.1248,,,,,,
,,0.4,0.1254,,,,,,
,,0.4,0.1259,,,,,,
,,0.4,0.1264,,,,,,
,,0.4,0.1268,,,,,,
,,0.4,0.1271,,,,,,
,,0.4,0.1273,,,,,,
,,0.4,0.1275,,,,,,
,,0.4,0.1279,,,,,,
,,0.4,0.1285,,,,,,
,,0.4,0.1286,,,,,,
,,0.4,0.1287,,,,,,
,,0.4,0.129,,,,,,
,,0.5,0.1294,,,,,,
,,0.5,0.1298,,,,,,
,,0.5,0.13,,,,,,
,,0.5,0.1304,,,,,,
,,0.5,0.1305,,,,,,
,,0.6,0.1308,,,,,,
,,0.6,0.1311,,,,,,
,,0.6,0.1314,,,,,,
,,0.6,0.1318,,,,,,
,,0.6,0.1322,,,,,,
,,0.5,0.1328,,,,,,
,,0.5,0.1333,,,,,,
,,0.5,0.1335,,,,,,
,,0.5,0.1336,,,,,,
,,0.4,0.1339,,,,,,
,,0.4,0.1345,,,,,,
,,0.4,0.1347,,,,,,
,,0.4,0.1351,,,,,,
,,0.4,0.1354,,,,,,
,,0.4,0.1356,,,,,,
,,0.4,0.136,,,,,,
,,0.5,0.1362,,,,,,
,,0.5,0.1363,,,,,,
,,0.5,0.1363,,,,,,
,,0.5,0.1367,,,,,,
,,0.5,0.137,,,,,,
,,0.5,0.1373,,,,,,
,,0.5,0.1373,,,,,,
,,0.5,0.1374,,,,,,
,,0.5,0.1374,,,,,,
,,0.5,0.1375,,,,,,
,,0.5,0.1377,,,,,,
,,0.5,0.1377,,,,,,
,,0.5,0.1377,,,,,,
,,0.5,0.1377,,,,,,
,,0.5,0.1377,,,,,,
,,0.5,0.1378,,,,,,
,,0.5,0.1385,,,,,,
,,0.5,0.1385,,,,,,
,,0.5,0.139,,,,,,
,,0.5,0.1397,,,,,,
,,0.5,0.1399,,,,,,
,,0.4,0.1404,,,,,,
,,0.4,0.1404,,,,,,
,,0.4,0.1404,,,,,,
,,0.4,0.1405,,,,,,
,,0.4,0.1407,,,,,,
,,0.4,0.141,,,,,,
,,0.4,0.1413,,,,,,
,,0.4,0.1413,,,,,,
,,0.4,0.1413,,,,,,
,,0.4,0.1413,,,,,,
,,0.4,0.1414,,,,,,
,,0.4,0.1415,,,,,,
,,0.4,0.1417,,,,,,
,,0.4,0.1421,,,,,,
,,0.4,0.1428,,,,,,
,,0.4,0.1429,,,,,,
,,0.4,0.1437,,,,,,
,,0.4,0.1437,,,,,,
,,0.4,0.1437,,,,,,
,,0.4,0.1438,,,,,,
,,0.4,0.1438,,,,,,
,,0.4,0.144,,,,,,
,,0.4,0.1441,,,,,,
,,0.4,0.1441,,,,,,
,,0.4,0.1441,,,,,,
,,0.4,0.1442,,,,,,
,,0.4,0.1443,,,,,,
,,0.4,0.1443,,,,,,
,,0.4,0.1443,,,,,,
,,0.4,0.1443,,,,,,
,,0.4,0.1443,,,,,,
,,0.4,0.1443,,,,,,
,,0.4,0.1443,,,,,,
,,0.4,0.1443,,,,,,
