0.000000	-0.000581	37.000000
0.117924	-0.000551	41.000000
0.234852	-0.000598	38.000000
0.352779	-0.000566	45.000000
0.469710	-0.000577	50.000000
0.586666	-0.000549	46.000000
0.704591	-0.000560	44.000000
0.821519	-0.000575	49.000000
0.937466	-0.000552	39.000000
1.056390	-0.000592	44.000000
1.174317	-0.000575	45.000000
1.291249	-0.000545	50.000000
1.409173	-0.000571	42.000000
1.527101	-0.000584	50.000000
1.646027	-0.000578	40.000000
1.762955	-0.000523	44.000000
1.880883	-0.000494	42.000000
1.997814	-0.000555	50.000000
2.114738	-0.000558	39.000000
2.233668	-0.000574	41.000000
2.351592	-0.000575	42.000000
2.468521	-0.000589	42.000000
2.585448	-0.000525	41.000000
2.703375	-0.000571	38.000000
2.820303	-0.000537	45.000000
2.938232	-0.000552	28.000000
3.055162	-0.000514	25.000000
3.172087	-0.000551	43.000000
3.289015	-0.000581	30.000000
3.405942	-0.000543	34.000000
3.522870	-0.000525	31.000000
3.639802	-0.000557	32.000000
3.756730	-0.000537	32.000000
3.873654	-0.000555	50.000000
3.991581	-0.000536	28.000000
4.108510	-0.000548	33.000000
4.225438	-0.000558	37.000000
4.343365	-0.000598	27.000000
4.460293	-0.000591	32.000000
4.577220	-0.000533	26.000000
4.694149	-0.000562	23.000000
4.821080	-0.000533	36.000000
4.937998	-0.000545	24.000000
5.054926	-0.000583	32.000000
5.171885	-0.000581	30.000000
5.288841	-0.000548	31.000000
5.405766	-0.000591	35.000000
5.522694	-0.000584	36.000000
5.639624	-0.000569	29.000000
5.756553	-0.000551	31.000000
5.874480	-0.000569	29.000000
5.993403	-0.000562	26.000000
6.110331	-0.000577	29.000000
6.227259	-0.000581	21.000000
6.344187	-0.000513	32.000000
6.461115	-0.000543	25.000000
6.578045	-0.000554	26.000000
6.694971	-0.000578	29.000000
6.812898	-0.000569	33.000000
6.929826	-0.000528	33.000000
7.046754	-0.000600	29.000000
7.163682	-0.000558	29.000000
7.281610	-0.000606	18.000000
7.399537	-0.000563	33.000000
7.516465	-0.000548	24.000000
7.634395	-0.000566	21.000000
7.750383	-0.000568	27.000000
7.867337	-0.000534	28.000000
7.984268	-0.000558	23.000000
8.102195	-0.000560	25.000000
8.219120	-0.000545	15.000000
8.337047	-0.000525	19.000000
8.453975	-0.000574	21.000000
8.571906	-0.000589	25.000000
8.688830	-0.000543	26.000000
8.805758	-0.000565	30.000000
8.923686	-0.000455	25.000000
9.040614	-0.000560	23.000000
9.157541	-0.000560	16.000000
9.274469	-0.000554	20.000000
9.392396	-0.000587	25.000000
9.510324	-0.000549	17.000000
9.627252	-0.000552	21.000000
9.745180	-0.000519	11.000000
9.862108	-0.000566	17.000000
9.979038	-0.000560	22.000000
10.096966	-0.000545	12.000000
10.213890	-0.000574	26.000000
10.331820	-0.000586	14.000000
10.447747	-0.000568	28.000000
10.564674	-0.000563	23.000000
10.682633	-0.000584	22.000000
10.799570	-0.000574	18.000000
10.916497	-0.000525	15.000000
11.033421	-0.000577	18.000000
11.151353	-0.000536	18.000000
11.269280	-0.000586	25.000000
11.386208	-0.000578	25.000000
11.504130	-0.000581	15.000000
11.621063	-0.000548	16.000000
11.737992	-0.000528	16.000000
11.855918	-0.000534	18.000000
11.973845	-0.000543	21.000000
12.090768	-0.000577	14.000000
12.207696	-0.000546	9.000000
12.324629	-0.000606	26.000000
12.441554	-0.000540	15.000000
12.558574	-0.000581	21.000000
12.675505	-0.000542	10.000000
12.793432	-0.000516	11.000000
12.911362	-0.000566	16.000000
13.028287	-0.000568	20.000000
13.146242	-0.000583	22.000000
13.263198	-0.000558	20.000000
13.380125	-0.000566	14.000000
13.497097	-0.000571	18.000000
13.615049	-0.000562	15.000000
13.732979	-0.000504	9.000000
13.850906	-0.000565	16.000000
13.968837	-0.000546	17.000000
14.085759	-0.000574	11.000000
14.203686	-0.000586	9.000000
14.321613	-0.000603	18.000000
14.438541	-0.000572	14.000000
14.555470	-0.000557	14.000000
14.673400	-0.000526	11.000000
14.790328	-0.000592	16.000000
14.908252	-0.000519	16.000000
15.025181	-0.000562	12.000000
15.142108	-0.000526	21.000000
15.259036	-0.000566	10.000000
15.375976	-0.000560	16.000000
15.492895	-0.000551	15.000000
15.610821	-0.000522	13.000000
15.727747	-0.000540	14.000000
15.844675	-0.000565	11.000000
15.961603	-0.000568	14.000000
16.078561	-0.000583	8.000000
16.195486	-0.000580	10.000000
16.312414	-0.000589	10.000000
16.428362	-0.000555	13.000000
16.545270	-0.000597	11.000000
16.662198	-0.000568	10.000000
16.779126	-0.000572	9.000000
16.896054	-0.000529	11.000000
