0.000000	0.539299	0.000000
0.242849	0.538747	0.000000
0.459714	0.536737	0.000000
0.676614	0.536641	0.000000
0.894483	0.538835	0.000000
1.111349	0.539948	0.000000
1.329215	0.540710	0.000000
1.546082	0.540581	0.000000
1.764949	0.539476	0.000000
1.981813	0.539893	0.000000
2.199678	0.539334	0.000000
2.416545	0.539159	0.000000
2.633411	0.539539	0.000000
2.850278	0.539244	0.000000
3.067144	0.539180	0.000000
3.285010	0.539450	0.000000
3.501876	0.537999	0.000000
3.717742	0.533791	0.000000
3.934610	0.531712	0.000000
4.151475	0.542259	0.000000
4.368342	0.548589	0.000000
4.585209	0.548187	0.000000
4.802075	0.547829	0.000000
5.018943	0.548232	0.000000
5.236807	0.547926	0.000000
5.453677	0.548491	0.000000
5.670540	0.548557	0.000000
5.887406	0.548650	0.000000
6.104272	0.548616	0.000000
6.321138	0.549097	0.000000
6.539005	0.549605	0.000000
6.756908	0.549715	0.000000
6.973771	0.549423	0.000000
7.190638	0.549234	0.000000
7.407505	0.549413	0.000000
7.624371	0.549181	0.000000
7.842236	0.548705	0.000000
8.060102	0.547050	0.000000
8.277968	0.548070	0.000000
8.494834	0.548007	0.000000
8.711700	0.547404	0.000000
8.929566	0.548143	0.000000
9.147432	0.548495	0.000000
9.364299	0.548738	0.000000
9.581165	0.548248	0.000000
9.799030	0.548891	0.000000
10.015897	0.548888	0.000000
10.232763	0.548703	0.000000
10.449630	0.548412	0.000000
10.666496	0.548189	0.000000
10.884362	0.548479	0.000000
11.101227	0.547874	0.000000
11.319094	0.548111	0.000000
11.536959	0.548491	0.000000
11.754825	0.549048	0.000000
11.971691	0.548897	0.000000
12.188558	0.549158	0.000000
12.405424	0.549530	0.000000
12.622291	0.549684	0.000000
12.839157	0.550581	0.000000
13.057046	0.549988	0.000000
13.273917	0.550310	0.000000
13.490783	0.550307	0.000000
13.708652	0.550247	0.000000
13.926515	0.549957	0.000000
14.143381	0.550552	0.000000
14.360247	0.550746	0.000000
14.577113	0.550836	0.000000
14.794980	0.550644	0.000000
15.011846	0.550316	0.000000
15.228712	0.549731	0.000000
15.445579	0.549199	0.000000
15.663445	0.549120	0.000000
15.880311	0.548206	0.000000
16.097177	0.548564	0.000000
16.315043	0.549721	0.000000
16.531909	0.549763	0.000000
16.748775	0.549889	0.000000
16.965641	0.550150	0.000000
17.182508	0.550673	0.000000
17.399374	0.552750	0.000000
17.617239	0.553500	0.000000
17.835106	0.552045	0.000000
18.052972	0.548976	0.000000
18.269841	0.548293	0.000000
18.486707	0.547440	0.000000
18.703570	0.546729	0.000000
18.920437	0.544383	0.000000
19.137303	0.542018	0.000000
19.354170	0.540430	0.000000
19.573035	0.540892	0.000000
19.789904	0.541980	0.000000
20.006771	0.536514	0.000000
20.224633	0.526175	0.000000
20.442499	0.515158	0.000000
20.659366	0.503262	0.000000
20.876232	0.491840	0.000000
21.093099	0.480045	0.000000
21.310967	0.467786	0.000000
21.527830	0.456262	0.000000
21.745696	0.444121	0.000000
21.962563	0.432921	0.000000
22.179429	0.423929	0.000000
22.396295	0.413503	0.000000
22.613162	0.403375	0.000000
22.831028	0.393787	0.000000
23.047894	0.385468	0.000000
23.264759	0.376573	0.000000
23.481627	0.368849	0.000000
23.698493	0.361472	0.000000
23.915362	0.353897	0.000000
24.132228	0.347171	0.000000
24.349092	0.340550	0.000000
24.566957	0.335469	0.000000
24.783824	0.329657	0.000000
25.000690	0.324478	0.000000
25.217557	0.319667	0.000000
25.450412	0.313557	0.000000
25.667279	0.309247	0.000000
25.884146	0.304953	0.000000
26.102011	0.301186	0.000000
26.318878	0.297096	0.000000
26.535748	0.293098	0.000000
26.753610	0.288770	0.000000
